CRASH_DT,Latitude,Longitude,cloudiness,temperature,feels_like,pressure,humidity,wind_deg,wind_speed,rain,weather_desc,LOCATION,CRASH_DATE,DOW,Hour,zipcode
1648252800,29.658049291,-81.943341255,3.0,292.15,291.39,1013.0,49.0,239.0,0.89,0.0,clear sky,Florida,2022-03-26 00:00:00,5,0,
1644364800,29.658049291,-82.345346821,0.0,282.47,282.47,1021.0,76.0,0.0,0.0,0.0,clear sky,Florida,2022-02-09 00:00:00,2,0,32603.0
1644364800,29.658049291,-80.072036211,,,,,,,,,,Florida,2022-02-09 00:00:00,2,0,
1643068800,29.658049291,-81.50600997,73.0,283.17,281.61,1006.0,53.0,247.0,1.43,0.0,broken clouds,Florida,2022-01-25 00:00:00,1,0,32145.0
1644105600,29.658049291,-80.086176847,,,,,,,,,,Florida,2022-02-06 00:00:00,6,0,
1644019200,29.658049291,-80.055467336,,,,,,,,,,Florida,2022-02-05 00:00:00,5,0,
1643241600,29.658049291,-81.799701337,100.0,286.03,285.38,1020.0,77.0,355.0,0.89,0.0,overcast clouds,Florida,2022-01-27 00:00:00,3,0,32147.0
1640995200,29.658049291,-81.539874401,21.0,294.66,295.01,1008.0,82.0,214.0,1.61,0.0,few clouds,Florida,2022-01-01 00:00:00,5,0,
1641254400,29.658049291,-81.529766111,0.0,283.75,282.59,1014.0,66.0,343.0,2.45,0.0,clear sky,Florida,2022-01-04 00:00:00,1,0,
1643932800,29.658049291,-80.066692869,,,,,,,,,,Florida,2022-02-04 00:00:00,4,0,
1643673600,29.658049291,-80.182011797,,,,,,,,,,Florida,2022-02-01 00:00:00,1,0,
1646265600,29.658049291,-81.744893241,1.0,291.11,290.06,1010.0,42.0,75.0,1.33,0.0,clear sky,Florida,2022-03-03 00:00:00,3,0,32178.0
1645228800,29.658049291,-81.709409616,88.0,296.12,296.54,1008.0,79.0,283.0,2.62,0.0,overcast clouds,Florida,2022-02-19 00:00:00,5,0,32178.0
1642032000,29.658049291,-81.84701687,87.0,288.67,288.13,1021.0,71.0,55.0,0.45,0.0,overcast clouds,Florida,2022-01-13 00:00:00,3,0,32148.0
1642723200,29.658049291,-81.571327004,82.0,291.3,290.89,1009.0,66.0,257.0,1.88,0.0,broken clouds,Florida,2022-01-21 00:00:00,4,0,32131.0
1641081600,29.658049291,-81.505316208,0.0,294.44,294.5,1006.0,72.0,199.0,1.84,0.0,clear sky,Florida,2022-01-02 00:00:00,6,0,32145.0
1648252800,29.658049291,-81.516666355,3.0,292.08,291.62,1003.0,61.0,248.0,3.52,0.0,clear sky,Florida,2022-03-26 00:00:00,5,0,
1642464000,29.658049291,-85.368693952,0.0,283.36,281.82,1018.0,53.0,333.0,4.94,0.0,clear sky,Florida,2022-01-18 00:00:00,1,0,
1648857600,29.658049291,-80.9928337,92.0,293.99,294.24,1015.0,81.0,172.0,1.79,0.0,overcast clouds,Florida,2022-04-02 00:00:00,5,0,
1646870400,29.658049291,-81.010893103,80.0,293.54,293.51,1013.0,72.0,240.0,3.05,0.0,broken clouds,Florida,2022-03-10 00:00:00,3,0,
1645401600,29.658049291,-82.539176174,0.0,292.6,292.19,1024.0,61.0,84.0,3.15,0.0,clear sky,Florida,2022-02-21 00:00:00,0,0,32669.0
1644105600,29.658049291,-82.545633792,96.0,284.01,283.06,1024.0,73.0,44.0,4.1,0.0,overcast clouds,Florida,2022-02-06 00:00:00,6,0,32669.0
1648857600,29.658049291,-84.868401513,19.0,293.15,292.85,1017.0,63.0,228.0,3.56,0.0,few clouds,Florida,2022-04-02 00:00:00,5,0,32328.0
1641686400,29.658049291,-80.320508448,,,,,,,,,,Florida,2022-01-09 00:00:00,6,0,
1650672000,29.658049291,-82.061124555,0.0,295.17,295.26,1025.0,70.0,73.0,4.08,0.0,clear sky,Florida,2022-04-23 00:00:00,5,0,
1644710400,29.658049291,-82.058029749,97.0,292.27,292.2,1019.0,75.0,10.0,1.15,0.0,overcast clouds,Florida,2022-02-13 00:00:00,6,0,
1644451200,29.658049291,-80.216885165,,,,,,,,,,Florida,2022-02-10 00:00:00,3,0,
1644364800,29.658049291,-80.217960499,,,,,,,,,,Florida,2022-02-09 00:00:00,2,0,
1651881600,29.658049291,-82.473108063,20.0,299.18,299.18,1011.0,71.0,210.0,5.14,0.0,few clouds,Florida,2022-05-07 00:00:00,5,0,32607.0
1641081600,29.658049291,-81.488353875,0.0,294.44,294.5,1006.0,72.0,199.0,1.84,0.0,clear sky,Florida,2022-01-02 00:00:00,6,0,32145.0
1645228800,29.658049291,-80.839449806,0.0,297.71,298.05,1017.0,70.0,238.0,1.34,0.0,clear sky,Florida,2022-02-19 00:00:00,5,0,
1643587200,29.658049291,-80.406245474,,,,,,,,,,Florida,2022-01-31 00:00:00,0,0,
1643587200,29.658049291,-80.385087926,,,,,,,,,,Florida,2022-01-31 00:00:00,0,0,
1646265600,29.658049291,-80.173804788,,,,,,,,,,Florida,2022-03-03 00:00:00,3,0,
1645660800,29.658049291,-80.170674056,,,,,,,,,,Florida,2022-02-24 00:00:00,3,0,
1641168000,29.658049291,-80.166263712,,,,,,,,,,Florida,2022-01-03 00:00:00,0,0,
1648080000,29.658049291,-81.700501892,100.0,295.38,295.8,1004.0,82.0,234.0,3.32,0.0,overcast clouds,Florida,2022-03-24 00:00:00,3,0,32177.0
1648080000,29.658049291,-81.434400411,100.0,295.38,295.8,1004.0,82.0,234.0,3.32,0.0,overcast clouds,Florida,2022-03-24 00:00:00,3,0,32145.0
1649289600,29.658049291,-81.342934288,94.0,297.69,298.42,1010.0,85.0,150.0,0.45,0.0,overcast clouds,Florida,2022-04-07 00:00:00,3,0,32145.0
1648771200,29.658049291,-81.538165835,97.0,292.82,292.93,1011.0,80.0,227.0,4.86,2.73,moderate rain,Florida,2022-04-01 00:00:00,4,0,
1648080000,29.658049291,-81.497293222,100.0,295.38,295.8,1004.0,82.0,234.0,3.32,0.0,overcast clouds,Florida,2022-03-24 00:00:00,3,0,32145.0
1647734400,29.658049291,-81.191164326,95.0,298.65,299.21,1016.0,75.0,259.0,2.92,0.0,overcast clouds,Florida,2022-03-20 00:00:00,6,0,
1648166400,29.658049291,-82.039408433,100.0,289.67,289.91,1014.0,97.0,297.0,2.37,0.0,overcast clouds,Florida,2022-03-25 00:00:00,4,0,
1641427200,29.658049291,-82.751689997,86.0,286.08,285.26,1016.0,70.0,307.0,1.31,0.0,overcast clouds,Florida,2022-01-06 00:00:00,3,0,
1640995200,29.658049291,-82.797003597,17.0,294.64,294.33,1018.0,57.0,206.0,2.67,0.0,few clouds,Florida,2022-01-01 00:00:00,5,0,
1647993600,29.658049291,-82.572956579,68.0,297.1,297.01,1015.0,56.0,128.0,3.12,0.0,broken clouds,Florida,2022-03-23 00:00:00,2,0,32669.0
1647388800,29.658049291,-82.572955621,100.0,290.2,290.39,1019.0,93.0,61.0,3.56,2.3,moderate rain,Florida,2022-03-16 00:00:00,2,0,32669.0
1645920000,29.658049291,-80.130165408,,,,,,,,,,Florida,2022-02-27 00:00:00,6,0,
1642636800,29.658049291,-80.172116197,,,,,,,,,,Florida,2022-01-20 00:00:00,3,0,
1642809600,29.658049291,-81.873028124,100.0,283.53,283.08,1020.0,94.0,5.0,3.13,0.0,overcast clouds,Florida,2022-01-22 00:00:00,5,0,32148.0
1642032000,29.658049291,-81.798942643,87.0,288.67,288.13,1021.0,71.0,55.0,0.45,0.0,overcast clouds,Florida,2022-01-13 00:00:00,3,0,32177.0
1644624000,29.658049291,-85.040478355,100.0,287.17,286.38,1018.0,67.0,0.0,0.0,0.0,overcast clouds,Florida,2022-02-12 00:00:00,5,0,
1645315200,29.658049291,-81.72416395,2.0,287.37,285.81,1014.0,37.0,21.0,1.99,0.0,clear sky,Florida,2022-02-20 00:00:00,6,0,
1645142400,29.658049291,-81.619966064,53.0,296.3,296.55,1008.0,72.0,150.0,2.52,0.0,broken clouds,Florida,2022-02-18 00:00:00,4,0,32131.0
1649721600,29.658049291,-81.458922913,4.0,294.59,294.23,1012.0,55.0,107.0,3.48,0.0,clear sky,Florida,2022-04-12 00:00:00,1,0,32145.0
1641340800,29.658049291,-81.665189543,99.0,289.63,289.37,1012.0,78.0,30.0,1.83,0.0,overcast clouds,Florida,2022-01-05 00:00:00,2,0,32177.0
1651968000,29.658049291,-80.169225104,,,,,,,,,,Florida,2022-05-08 00:00:00,6,0,
1651536000,29.658049291,-80.206261371,,,,,,,,,,Florida,2022-05-03 00:00:00,1,0,
1651363200,29.658049291,-80.207740936,,,,,,,,,,Florida,2022-05-01 00:00:00,6,0,
1652745600,29.658049291,-81.303494695,60.0,299.34,299.34,1011.0,81.0,145.0,0.45,0.0,broken clouds,Florida,2022-05-17 00:00:00,1,0,32145.0
1652659200,29.658049291,-80.963080006,18.0,298.17,298.95,1012.0,85.0,192.0,1.34,0.0,few clouds,Florida,2022-05-16 00:00:00,0,0,
1652400000,29.658049291,-80.928799208,38.0,294.91,295.28,1014.0,82.0,49.0,3.58,0.0,scattered clouds,Florida,2022-05-13 00:00:00,4,0,
1651968000,29.658049291,-80.223114482,,,,,,,,,,Florida,2022-05-08 00:00:00,6,0,
1650499200,29.658049291,-82.51229965,2.0,294.61,294.43,1024.0,62.0,89.0,5.85,0.0,clear sky,Florida,2022-04-21 00:00:00,3,0,32669.0
1650326400,29.658049291,-81.775029397,41.0,298.79,299.05,1012.0,63.0,300.0,0.45,0.0,scattered clouds,Florida,2022-04-19 00:00:00,1,0,32147.0
1652745600,29.658049291,-81.102821001,60.0,299.34,299.34,1011.0,81.0,145.0,0.45,0.0,broken clouds,Florida,2022-05-17 00:00:00,1,0,
1651795200,29.658049291,-81.103162077,67.0,299.9,302.03,1013.0,76.0,145.0,3.13,0.0,broken clouds,Florida,2022-05-06 00:00:00,4,0,
1651536000,29.658049291,-80.385387788,,,,,,,,,,Florida,2022-05-03 00:00:00,1,0,
1649980800,29.658049291,-81.058451733,99.0,296.7,297.36,1015.0,86.0,157.0,1.34,0.0,overcast clouds,Florida,2022-04-15 00:00:00,4,0,
1651276800,29.658049291,-82.141712844,99.0,296.51,296.68,1017.0,68.0,93.0,5.16,0.0,overcast clouds,Florida,2022-04-30 00:00:00,5,0,32640.0
1651190400,29.658049291,-82.237182938,0.0,295.54,295.27,1018.0,55.0,60.0,3.6,0.0,clear sky,Florida,2022-04-29 00:00:00,4,0,32641.0
1652572800,29.658049291,-86.814615316,,,,,,,,,,Florida,2022-05-15 00:00:00,6,0,
1651881600,29.658049291,-80.222972788,,,,,,,,,,Florida,2022-05-07 00:00:00,5,0,
1651190400,29.658049291,-81.94512646,31.0,295.25,295.0,1017.0,57.0,69.0,4.46,0.0,scattered clouds,Florida,2022-04-29 00:00:00,4,0,
1643328000,29.658049291,-80.136527984,,,,,,,,,,Florida,2022-01-28 00:00:00,4,0,
1650931200,29.658049291,-80.12296075,,,,,,,,,,Florida,2022-04-26 00:00:00,1,0,
1645488000,29.658049291,-80.086483786,,,,,,,,,,Florida,2022-02-22 00:00:00,1,0,
1646611200,29.658049291,-80.111527516,,,,,,,,,,Florida,2022-03-07 00:00:00,0,0,
1643155200,29.658049291,-80.16194155,,,,,,,,,,Florida,2022-01-26 00:00:00,2,0,
1643155200,29.658049291,-80.19265992,,,,,,,,,,Florida,2022-01-26 00:00:00,2,0,
1643155200,29.658049291,-80.112647647,,,,,,,,,,Florida,2022-01-26 00:00:00,2,0,
1642982400,29.658049291,-80.150556764,,,,,,,,,,Florida,2022-01-24 00:00:00,0,0,
1649808000,29.658049291,-81.419152271,12.0,296.11,296.13,1011.0,64.0,113.0,3.49,0.0,few clouds,Florida,2022-04-13 00:00:00,2,0,32145.0
1649376000,29.658049291,-86.727968716,,,,,,,,,,Florida,2022-04-08 00:00:00,4,0,
1648684800,29.658049291,-86.537619861,,,,,,,,,,Florida,2022-03-31 00:00:00,3,0,
1647820800,29.658049291,-86.78928871,,,,,,,,,,Florida,2022-03-21 00:00:00,0,0,
1644969600,29.658049291,-86.597366046,,,,,,,,,,Florida,2022-02-16 00:00:00,2,0,
1644278400,29.658049291,-86.055011558,,,,,,,,,,Florida,2022-02-08 00:00:00,1,0,
1642982400,29.658049291,-86.444530559,,,,,,,,,,Florida,2022-01-24 00:00:00,0,0,
1642204800,29.658049291,-86.555727092,,,,,,,,,,Florida,2022-01-15 00:00:00,5,0,
1642464000,29.658049291,-80.594415727,,,,,,,,,,Florida,2022-01-18 00:00:00,1,0,
1643328000,29.658049291,-82.312068789,75.0,285.42,284.69,1022.0,76.0,60.0,3.6,0.0,broken clouds,Florida,2022-01-28 00:00:00,4,0,32601.0
1650758400,29.658049291,-80.460404892,,,,,,,,,,Florida,2022-04-24 00:00:00,6,0,
1649980800,29.658049291,-80.419523186,,,,,,,,,,Florida,2022-04-15 00:00:00,4,0,
1648512000,29.658049291,-80.461185902,,,,,,,,,,Florida,2022-03-29 00:00:00,1,0,
1648252800,29.658049291,-80.265623062,,,,,,,,,,Florida,2022-03-26 00:00:00,5,0,
1647129600,29.658049291,-80.339130066,,,,,,,,,,Florida,2022-03-13 00:00:00,6,0,
1642204800,29.658049291,-80.165197229,,,,,,,,,,Florida,2022-01-15 00:00:00,5,0,
1642636800,29.658049291,-81.307376911,1.0,288.59,288.04,1021.0,71.0,63.0,0.45,0.0,clear sky,Florida,2022-01-20 00:00:00,3,0,32145.0
1647648000,29.658049291,-85.624585314,76.0,294.36,294.94,1015.0,92.0,199.0,4.99,0.0,broken clouds,Florida,2022-03-19 00:00:00,5,0,
1649635200,29.658049291,-81.575859906,0.0,292.11,291.21,1011.0,44.0,116.0,2.07,0.0,clear sky,Florida,2022-04-11 00:00:00,0,0,32131.0
1645920000,29.658049291,-80.297037275,,,,,,,,,,Florida,2022-02-27 00:00:00,6,0,
1644451200,29.658049291,-80.29550666,,,,,,,,,,Florida,2022-02-10 00:00:00,3,0,
1643587200,29.658049291,-81.986755571,0.0,281.77,281.77,1023.0,39.0,223.0,0.89,0.0,clear sky,Florida,2022-01-31 00:00:00,0,0,
1644278400,29.658049291,-82.031172206,14.0,282.72,281.45,1020.0,90.0,324.0,2.52,0.0,few clouds,Florida,2022-02-08 00:00:00,1,0,
1646524800,29.658049291,-80.895844966,0.0,294.17,294.31,1026.0,76.0,115.0,1.34,0.0,clear sky,Florida,2022-03-06 00:00:00,6,0,
1652054400,29.658049291,-80.322989338,,,,,,,,,,Florida,2022-05-09 00:00:00,0,0,
1647388800,29.658049291,-80.898096426,100.0,292.76,292.84,1020.0,79.0,68.0,2.24,0.0,overcast clouds,Florida,2022-03-16 00:00:00,2,0,
1645660800,29.658049291,-80.595460734,,,,,,,,,,Florida,2022-02-24 00:00:00,3,0,
1644451200,29.658049291,-80.666737179,0.0,284.52,283.59,1018.0,72.0,0.0,0.0,0.0,clear sky,Florida,2022-02-10 00:00:00,3,0,
1643155200,29.658049291,-80.351921597,,,,,,,,,,Florida,2022-01-26 00:00:00,2,0,
1645401600,29.658049291,-82.737861014,0.0,292.49,291.89,1024.0,54.0,70.0,2.55,0.0,clear sky,Florida,2022-02-21 00:00:00,0,0,
1649289600,29.658049291,-80.117933642,,,,,,,,,,Florida,2022-04-07 00:00:00,3,0,
1649116800,29.658049291,-80.070845063,,,,,,,,,,Florida,2022-04-05 00:00:00,1,0,
1646265600,29.658049291,-80.089807333,,,,,,,,,,Florida,2022-03-03 00:00:00,3,0,
1646179200,29.658049291,-80.072064271,,,,,,,,,,Florida,2022-03-02 00:00:00,2,0,
1645920000,29.658049291,-80.080479912,,,,,,,,,,Florida,2022-02-27 00:00:00,6,0,
1645315200,29.658049291,-80.089336743,,,,,,,,,,Florida,2022-02-20 00:00:00,6,0,
1645142400,29.658049291,-80.072985878,,,,,,,,,,Florida,2022-02-18 00:00:00,4,0,
1647129600,29.658049291,-80.098237319,,,,,,,,,,Florida,2022-03-13 00:00:00,6,0,
1646438400,29.658049291,-80.069411196,,,,,,,,,,Florida,2022-03-05 00:00:00,5,0,
1644796800,29.658049291,-80.131716948,,,,,,,,,,Florida,2022-02-14 00:00:00,0,0,
1647907200,29.658049291,-80.367919089,,,,,,,,,,Florida,2022-03-22 00:00:00,1,0,
1646611200,29.658049291,-80.205920517,,,,,,,,,,Florida,2022-03-07 00:00:00,0,0,
1646006400,29.658049291,-80.187180739,,,,,,,,,,Florida,2022-02-28 00:00:00,0,0,
1644796800,29.658049291,-85.052515706,0.0,285.18,283.17,1022.0,28.0,340.0,4.63,0.0,clear sky,Florida,2022-02-14 00:00:00,0,0,
1643155200,29.658049291,-85.79428341,100.0,282.67,279.33,1016.0,94.0,49.0,7.51,1.73,moderate rain,Florida,2022-01-26 00:00:00,2,0,
1646956800,29.658049291,-80.26224569,,,,,,,,,,Florida,2022-03-11 00:00:00,4,0,
1641686400,29.658049291,-84.317127682,99.0,289.49,288.98,1027.0,69.0,76.0,3.13,0.0,overcast clouds,Florida,2022-01-09 00:00:00,6,0,
1641600000,29.658049291,-84.22809455,0.0,285.25,283.72,1024.0,46.0,34.0,4.35,0.0,clear sky,Florida,2022-01-08 00:00:00,5,0,
1648944000,29.658049291,-80.249948277,,,,,,,,,,Florida,2022-04-03 00:00:00,6,0,
1651536000,29.658049291,-84.280718689,78.0,297.04,297.5,1017.0,77.0,221.0,3.45,0.0,broken clouds,Florida,2022-05-03 00:00:00,1,0,
1646524800,29.658049291,-84.280635988,6.0,294.44,294.66,1024.0,78.0,167.0,1.66,0.0,clear sky,Florida,2022-03-06 00:00:00,6,0,
1641600000,29.658049291,-84.302639315,0.0,285.25,283.72,1024.0,46.0,34.0,4.35,0.0,clear sky,Florida,2022-01-08 00:00:00,5,0,
1641600000,29.658049291,-84.334774845,0.0,285.25,283.72,1024.0,46.0,34.0,4.35,0.0,clear sky,Florida,2022-01-08 00:00:00,5,0,
1641427200,29.658049291,-84.249448276,0.0,286.74,285.85,1017.0,65.0,0.0,2.81,0.0,clear sky,Florida,2022-01-06 00:00:00,3,0,
1651363200,29.658049291,-84.251156006,20.0,295.91,296.3,1016.0,79.0,177.0,1.61,0.0,few clouds,Florida,2022-05-01 00:00:00,6,0,
1645056000,29.658049291,-81.009011851,75.0,291.88,291.74,1027.0,74.0,152.0,4.02,0.0,broken clouds,Florida,2022-02-17 00:00:00,3,0,
1645228800,29.658049291,-81.026961204,0.0,297.58,297.8,1016.0,66.0,286.0,2.24,0.0,clear sky,Florida,2022-02-19 00:00:00,5,0,
1644624000,29.658049291,-80.184021211,,,,,,,,,,Florida,2022-02-12 00:00:00,5,0,
1644364800,29.658049291,-80.242360075,,,,,,,,,,Florida,2022-02-09 00:00:00,2,0,
1643673600,29.658049291,-80.158522013,,,,,,,,,,Florida,2022-02-01 00:00:00,1,0,
1641427200,29.658049291,-81.783454628,73.0,287.46,287.14,1016.0,84.0,311.0,2.11,0.0,broken clouds,Florida,2022-01-06 00:00:00,3,0,32147.0
1641340800,29.658049291,-81.707269971,99.0,289.63,289.37,1012.0,78.0,30.0,1.83,0.0,overcast clouds,Florida,2022-01-05 00:00:00,2,0,32178.0
1645315200,29.658049291,-81.492866854,2.0,287.37,285.81,1014.0,37.0,21.0,1.99,0.0,clear sky,Florida,2022-02-20 00:00:00,6,0,32145.0
1645142400,29.658049291,-81.039107169,0.0,295.46,295.55,1018.0,69.0,140.0,0.45,0.0,clear sky,Florida,2022-02-18 00:00:00,4,0,
1652313600,29.658049291,-80.192146988,,,,,,,,,,Florida,2022-05-12 00:00:00,3,0,
1644537600,29.658049291,-80.078276288,,,,,,,,,,Florida,2022-02-11 00:00:00,4,0,
1646870400,29.658049291,-81.747068542,75.0,294.72,294.6,1013.0,64.0,248.0,3.2,0.0,broken clouds,Florida,2022-03-10 00:00:00,3,0,32178.0
1645574400,29.658049291,-81.713968579,0.0,294.26,294.18,1014.0,67.0,104.0,3.12,0.0,clear sky,Florida,2022-02-23 00:00:00,2,0,32178.0
1646438400,29.658049291,-81.712596908,0.0,292.39,291.41,1015.0,40.0,65.0,2.46,0.0,clear sky,Florida,2022-03-05 00:00:00,5,0,32178.0
1644192000,29.658049291,-80.244520815,,,,,,,,,,Florida,2022-02-07 00:00:00,0,0,
1644105600,29.658049291,-80.233762772,,,,,,,,,,Florida,2022-02-06 00:00:00,6,0,
1650499200,29.658049291,-80.203135223,,,,,,,,,,Florida,2022-04-21 00:00:00,3,0,
1643932800,29.658049291,-80.062479687,,,,,,,,,,Florida,2022-02-04 00:00:00,4,0,
1647561600,29.658049291,-81.596143117,0.0,294.44,294.22,1007.0,61.0,217.0,0.83,0.0,clear sky,Florida,2022-03-18 00:00:00,4,0,32131.0
1643760000,29.658049291,-80.20588773,,,,,,,,,,Florida,2022-02-02 00:00:00,2,0,
1643587200,29.658049291,-80.210574401,,,,,,,,,,Florida,2022-01-31 00:00:00,0,0,
1648857600,29.658049291,-80.247968463,,,,,,,,,,Florida,2022-04-02 00:00:00,5,0,
1640995200,29.658049291,-80.432376509,,,,,,,,,,Florida,2022-01-01 00:00:00,5,0,
1641772800,29.658049291,-80.208717311,,,,,,,,,,Florida,2022-01-10 00:00:00,0,0,
1642809600,29.658049291,-80.267446973,,,,,,,,,,Florida,2022-01-22 00:00:00,5,0,
1653004800,29.658049291,-80.231600516,,,,,,,,,,Florida,2022-05-20 00:00:00,4,0,
1644192000,29.658049291,-81.601874367,100.0,284.27,283.92,1020.0,95.0,3.0,2.74,0.0,overcast clouds,Florida,2022-02-07 00:00:00,0,0,32131.0
1643414400,29.658049291,-82.09045394,100.0,285.54,284.82,1014.0,76.0,310.0,3.35,0.0,overcast clouds,Florida,2022-01-29 00:00:00,5,0,32631.0
1641081600,29.658049291,-82.40649426,1.0,294.94,295.08,1016.0,73.0,230.0,0.45,0.0,clear sky,Florida,2022-01-02 00:00:00,6,0,32607.0
1641945600,29.658049291,-80.375605953,,,,,,,,,,Florida,2022-01-12 00:00:00,2,0,
1641686400,29.658049291,-80.362701781,,,,,,,,,,Florida,2022-01-09 00:00:00,6,0,
1650326400,29.658049291,-81.027718447,65.0,297.59,298.2,1011.0,81.0,246.0,0.45,0.0,broken clouds,Florida,2022-04-19 00:00:00,1,0,
1648944000,29.658049291,-80.098132886,,,,,,,,,,Florida,2022-04-03 00:00:00,6,0,
1647302400,29.658049291,-80.088375435,,,,,,,,,,Florida,2022-03-15 00:00:00,1,0,
1647302400,29.658049291,-80.094950121,,,,,,,,,,Florida,2022-03-15 00:00:00,1,0,
1641600000,29.658049291,-80.342904233,,,,,,,,,,Florida,2022-01-08 00:00:00,5,0,
1646524800,29.658049291,-80.073610625,,,,,,,,,,Florida,2022-03-06 00:00:00,6,0,
1643155200,29.658049291,-80.102053984,,,,,,,,,,Florida,2022-01-26 00:00:00,2,0,
1651363200,29.658049291,-83.200317844,0.0,298.12,298.58,1017.0,73.0,0.0,0.0,0.0,clear sky,Florida,2022-05-01 00:00:00,6,0,
1651190400,29.658049291,-83.425376588,42.0,298.71,298.6,1016.0,49.0,88.0,2.41,0.0,scattered clouds,Florida,2022-04-29 00:00:00,4,0,
1643328000,29.658049291,-81.24711713,90.0,287.46,286.96,1019.0,77.0,338.0,5.81,0.0,overcast clouds,Florida,2022-01-28 00:00:00,4,0,
1642809600,29.658049291,-81.400370341,90.0,285.23,285.1,1022.0,100.0,360.0,7.72,0.0,mist,Florida,2022-01-22 00:00:00,5,0,32145.0
1642723200,29.658049291,-81.241975146,1.0,290.94,290.45,1017.0,64.0,0.0,0.0,0.0,clear sky,Florida,2022-01-21 00:00:00,4,0,
1642636800,29.658049291,-81.556964805,22.0,288.12,287.5,1012.0,70.0,93.0,2.18,0.0,few clouds,Florida,2022-01-20 00:00:00,3,0,32131.0
1642464000,29.658049291,-81.472777458,0.0,283.53,282.06,1006.0,55.0,292.0,1.94,0.0,clear sky,Florida,2022-01-18 00:00:00,1,0,32145.0
1644364800,29.658049291,-81.254562267,100.0,282.46,282.46,1019.0,79.0,0.0,0.0,0.0,overcast clouds,Florida,2022-02-09 00:00:00,2,0,
1644364800,29.658049291,-81.257185725,100.0,282.46,282.46,1019.0,79.0,0.0,0.0,0.0,overcast clouds,Florida,2022-02-09 00:00:00,2,0,
1643932800,29.658049291,-81.362373556,1.0,294.25,294.06,1020.0,63.0,140.0,1.79,0.0,clear sky,Florida,2022-02-04 00:00:00,4,0,32145.0
1643328000,29.658049291,-81.227746936,90.0,287.46,286.96,1019.0,77.0,338.0,5.81,0.0,overcast clouds,Florida,2022-01-28 00:00:00,4,0,
1642032000,29.658049291,-81.23097273,1.0,290.14,289.67,1020.0,68.0,345.0,1.34,0.0,clear sky,Florida,2022-01-13 00:00:00,3,0,
1646784000,29.658049291,-81.617808435,64.0,295.41,295.86,1004.0,83.0,150.0,1.34,0.0,broken clouds,Florida,2022-03-09 00:00:00,2,0,32131.0
1646438400,29.658049291,-81.862955291,0.0,294.28,293.44,1024.0,38.0,82.0,0.89,0.0,clear sky,Florida,2022-03-05 00:00:00,5,0,32148.0
1641859200,29.658049291,-81.756331793,98.0,287.55,287.11,1016.0,79.0,29.0,3.74,0.0,overcast clouds,Florida,2022-01-11 00:00:00,1,0,32178.0
1642118400,29.658049291,-82.328343253,2.0,285.87,284.89,1014.0,65.0,266.0,3.1,0.0,clear sky,Florida,2022-01-14 00:00:00,4,0,32601.0
1641168000,29.658049291,-81.077999283,75.0,295.94,296.13,1014.0,71.0,185.0,0.89,0.0,broken clouds,Florida,2022-01-03 00:00:00,0,0,
1641081600,29.658049291,-81.098176462,1.0,294.77,294.82,1015.0,70.0,142.0,0.45,0.0,clear sky,Florida,2022-01-02 00:00:00,6,0,
1647388800,29.658049291,-87.274853703,,,,,,,,,,Florida,2022-03-16 00:00:00,2,0,
1649808000,29.658049291,-87.270443369,,,,,,,,,,Florida,2022-04-13 00:00:00,2,0,
1645056000,29.658049291,-80.365230883,,,,,,,,,,Florida,2022-02-17 00:00:00,3,0,
1644105600,29.658049291,-82.333675966,90.0,283.76,282.68,1026.0,69.0,299.0,0.45,0.0,overcast clouds,Florida,2022-02-06 00:00:00,6,0,32601.0
1643673600,29.658049291,-82.156101979,49.0,286.97,285.77,1022.0,52.0,237.0,1.66,0.0,scattered clouds,Florida,2022-02-01 00:00:00,1,0,32641.0
1644364800,29.658049291,-81.343377649,100.0,282.46,282.46,1019.0,79.0,0.0,0.0,0.0,overcast clouds,Florida,2022-02-09 00:00:00,2,0,32145.0
1643673600,29.658049291,-81.317296798,48.0,287.04,286.1,1021.0,62.0,144.0,0.45,0.0,scattered clouds,Florida,2022-02-01 00:00:00,1,0,32145.0
1644883200,29.658049291,-82.05568205,47.0,282.91,282.33,1027.0,53.0,4.0,1.7,0.0,scattered clouds,Florida,2022-02-15 00:00:00,1,0,32640.0
1645142400,29.658049291,-81.572319218,53.0,296.3,296.55,1008.0,72.0,150.0,2.52,0.0,broken clouds,Florida,2022-02-18 00:00:00,4,0,32131.0
1647475200,29.658049291,-80.203092518,,,,,,,,,,Florida,2022-03-17 00:00:00,3,0,
1647302400,29.658049291,-80.201532151,,,,,,,,,,Florida,2022-03-15 00:00:00,1,0,
1647216000,29.658049291,-80.194021322,,,,,,,,,,Florida,2022-03-14 00:00:00,0,0,
1650067200,29.658049291,-81.837176772,38.0,295.83,296.29,1017.0,82.0,52.0,0.89,0.0,scattered clouds,Florida,2022-04-16 00:00:00,5,0,32147.0
1648771200,29.658049291,-81.564273865,97.0,292.82,292.93,1011.0,80.0,227.0,4.86,2.73,moderate rain,Florida,2022-04-01 00:00:00,4,0,32131.0
1646697600,29.658049291,-81.981611986,86.0,297.39,297.98,1017.0,81.0,176.0,1.74,0.0,overcast clouds,Florida,2022-03-08 00:00:00,1,0,
